23,2022-10-20 14:48:53.695743,4/5,299458982,364,903500000,-41,9,11.8,206,2022-10-20T00:07:36.057Z,5813d3fffe469c25,-41,11.8
23,2022-10-20 14:49:39.118626
23,2022-10-20 14:50:24.357359
34,2022-10-21 00:12:47.701971,4/5,292532989,2,903700000,-77,10,13,330,2022-10-21T07:12:01.752Z,647fdafffe008748,-77,13,5813d3fffe469bf5,-83,10.5
34,2022-10-21 00:13:34.031145,4/5,292532989,3,903000000,-74,520,10,23,2022-10-21T07:12:48.127Z,647fdafffe008748,-74,10,5813d3fffe469bf5,-82,10.5
34,2022-10-21 00:14:20.260048,4/5,292532989,4,903000000,-74,520,9,23,2022-10-21T07:13:34.372Z,647fdafffe008748,-74,9,5813d3fffe469bf5,-83,10.3
34,2022-10-21 00:15:06.564995,4/5,292532989,5,903000000,-74,520,10,23,2022-10-21T07:14:20.663Z,647fdafffe008748,-74,10,5813d3fffe469bf5,-83,10.3
34,2022-10-21 00:15:52.812544,4/5,292532989,6,903000000,-83,520,10.5,23,2022-10-21T07:15:06.921Z,5813d3fffe469bf5,-83,10.5
55,2022-10-21 00:18:35.191708,4/5,292532989,7,903000000,-74,520,9,23,2022-10-21T07:18:09.297Z,647fdafffe008748,-74,9,5813d3fffe469bf5,-82,10
55,2022-10-21 00:19:01.428241,4/5,292532989,8,903000000,-74,520,9,23,2022-10-21T07:18:35.530Z,647fdafffe008748,-74,9,5813d3fffe469bf5,-83,10
55,2022-10-21 00:19:27.663765,4/5,292532989,9,903000000,-74,520,10,23,2022-10-21T07:19:01.767Z,647fdafffe008748,-74,10,5813d3fffe469bf5,-83,10
55,2022-10-21 00:19:53.941373,4/5,292532989,10,903000000,-74,520,10,23,2022-10-21T07:19:28.046Z,647fdafffe008748,-74,10,5813d3fffe469bf5,-83,9.5
55,2022-10-21 00:20:20.180170,4/5,292532989,11,903000000,-74,520,9,23,2022-10-21T07:19:54.285Z,647fdafffe008748,-74,9,5813d3fffe469bf5,-82,10
55,2022-10-21 00:20:46.407334,4/5,292532989,12,903000000,-74,520,10,23,2022-10-21T07:20:20.515Z,647fdafffe008748,-74,10,5813d3fffe469bf5,-82,10
55,2022-10-21 00:21:12.648649,4/5,292532989,13,903000000,-74,520,10,23,2022-10-21T07:20:46.749Z,647fdafffe008748,-74,10,5813d3fffe469bf5,-82,9.8
55,2022-10-21 00:21:38.878188,4/5,292532989,14,903000000,-74,520,10,23,2022-10-21T07:21:13.002Z,647fdafffe008748,-74,10,5813d3fffe469bf5,-82,9.8
55,2022-10-21 00:22:05.127086,4/5,292532989,15,903000000,-74,520,10,23,2022-10-21T07:21:39.226Z,647fdafffe008748,-74,10,5813d3fffe469bf5,-83,10.8
55,2022-10-21 00:22:31.375302,4/5,292532989,16,903000000,-74,520,9,23,2022-10-21T07:22:05.477Z,647fdafffe008748,-74,9,5813d3fffe469bf5,-82,10.5
55,2022-10-21 00:22:57.615137,4/5,292532989,17,903000000,-74,520,9,23,2022-10-21T07:22:31.715Z,647fdafffe008748,-74,9,5813d3fffe469bf5,-83,9.8
55,2022-10-21 00:23:23.856720,4/5,292532989,18,903000000,-74,520,9,23,2022-10-21T07:22:57.954Z,647fdafffe008748,-74,9,5813d3fffe469bf5,-83,10
55,2022-10-21 00:23:50.101181,4/5,292532989,19,903000000,-74,520,10,23,2022-10-21T07:23:24.200Z,647fdafffe008748,-74,10,5813d3fffe469bf5,-82,10.5
55,2022-10-21 00:24:16.331398,4/5,292532989,20,903000000,-74,520,9,23,2022-10-21T07:23:50.451Z,647fdafffe008748,-74,9,5813d3fffe469bf5,-82,10.3
55,2022-10-21 00:24:42.571052,4/5,292532989,21,903000000,-74,520,9,23,2022-10-21T07:24:16.681Z,647fdafffe008748,-74,9,5813d3fffe469bf5,-82,10
55,2022-10-21 00:25:08.859220,4/5,292532989,22,903000000,-74,520,9,23,2022-10-21T07:24:42.960Z,647fdafffe008748,-74,9,5813d3fffe469bf5,-82,10.5
55,2022-10-21 00:25:35.079566,4/5,292532989,23,903000000,-82,520,10.3,23,2022-10-21T07:25:09.220Z,5813d3fffe469bf5,-82,10.3
55,2022-10-21 00:26:01.319675,4/5,292532989,24,903000000,-74,520,9,23,2022-10-21T07:25:35.457Z,647fdafffe008748,-74,9,5813d3fffe469bf5,-83,9.8
55,2022-10-21 00:26:27.570504,4/5,292532989,25,903000000,-74,520,9,23,2022-10-21T07:26:01.665Z,647fdafffe008748,-74,9,5813d3fffe469bf5,-82,10
55,2022-10-21 00:26:53.800192,4/5,292532989,26,903000000,-74,520,10,23,2022-10-21T07:26:27.901Z,647fdafffe008748,-74,10,5813d3fffe469bf5,-82,9.5
55,2022-10-21 00:27:20.039302,4/5,292532989,27,903000000,-74,520,9,23,2022-10-21T07:26:54.148Z,647fdafffe008748,-74,9,5813d3fffe469bf5,-82,10.5
55,2022-10-21 00:27:46.269443,4/5,292532989,28,903000000,-74,520,9,23,2022-10-21T07:27:20.391Z,647fdafffe008748,-74,9,5813d3fffe469bf5,-83,10.3
55,2022-10-21 00:28:12.497626,4/5,292532989,29,903000000,-74,520,10,23,2022-10-21T07:27:46.606Z,647fdafffe008748,-74,10,5813d3fffe469bf5,-83,10
55,2022-10-21 00:28:38.751933,4/5,292532989,30,903000000,-74,520,10,23,2022-10-21T07:28:12.846Z,647fdafffe008748,-74,10,5813d3fffe469bf5,-83,10.5
55,2022-10-21 00:29:04.977084,4/5,292532989,31,903000000,-74,520,10,23,2022-10-21T07:28:39.081Z,647fdafffe008748,-74,10,5813d3fffe469bf5,-82,10.8
55,2022-10-21 00:29:31.212629,4/5,292532989,32,903000000,-74,520,10,23,2022-10-21T07:29:05.318Z,647fdafffe008748,-74,10,5813d3fffe469bf5,-83,10.5
